Code,Scheme NAV Name,mf,tp
133923,DSP Low Duration Fund - Direct Plan - IDCW - Weekly,6.0,1.0
133924,DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,6.0,1.0
133925,DSP Low Duration Fund - Direct Plan - Growth,6.0,1.0
133926,DSP Low Duration Fund - Regular Plan - Growth,6.0,1.0
134008,SBI-ETF Nifty Bank,22.0,1.0
134013,SBI-ETF Nifty Next 50,22.0,1.0
134014,SBI-ETF BSE 100,22.0,1.0
134108,SBI Dynamic Asset Allocation Fund- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
134109,SBI Dynamic Asset Allocation Fund - Regular Plan - Growth,22.0,1.0
134110,SBI Dynamic Asset Allocation Fund - Direct Plan - Growth,22.0,1.0
134111,SBI Dynamic Asset Allocation Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
100780,Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
100781,Sundaram Banking and PSU Debt Fund Retail Plan - Growth,33.0,1.0
100782,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
100783,Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
100784,Sundaram Banking and PSU Debt Fund Regular Plan - Growth,33.0,1.0
100793,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
118326,Sundaram Banking and PSU Debt Fund Regular Plan - Bonus,33.0,1.0
119625,Sundaram Banking and PSU Debt Fund Direct Plan - Growth,33.0,1.0
119626,Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
119627,Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
119629,Sundaram Banking and PSU Debt Fund Direct Plan - Bonus,33.0,1.0
134383,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,3.0,1.0
134384,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,3.0,1.0
147802,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,3.0,1.0
147803,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Bonus,3.0,1.0
147798,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,3.0,1.0
147799,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus,3.0,1.0
147800,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW,3.0,1.0
147801,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW,3.0,1.0
134385,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,3.0,1.0
134386,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,3.0,1.0
134387,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,3.0,1.0
134388,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,3.0,1.0
134493,Quantum Dynamic Bond Fund - Direct Plan Monthly IDCW,41.0,1.0
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,41.0,1.0
141060,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,41.0,1.0
141061,Quantum Dynamic Bond Fund - Regular Plan Growth Option,41.0,1.0
134495,UTI Medium Term Fund - Regular Plan - Monthly IDCW,28.0,1.0
134496,UTI Medium Term Fund - Regular Plan - Quarterly IDCW,28.0,1.0
134497,UTI Medium Term Fund - Regular Plan - Half-Yearly IDCW,28.0,1.0
134498,UTI Medium Term Fund - Regular Plan - Flexi IDCW,28.0,1.0
134499,UTI Medium Term Fund - Regular Plan - Growth Option,28.0,1.0
134506,UTI Medium Term Fund - Direct Plan - Flexi IDCW,28.0,1.0
134500,UTI Medium Term Fund - Regular Plan - Annual IDCW,28.0,1.0
134501,UTI Medium Term Fund - Direct Plan - Monthly IDCW,28.0,1.0
134502,UTI Medium Term Fund - Direct Plan - Quarterly IDCW,28.0,1.0
134503,UTI Medium Term Fund - Direct Plan - Growth Option,28.0,1.0
134504,UTI Medium Term Fund - Direct Plan - Half-Yearly IDCW,28.0,1.0
134505,UTI Medium Term Fund - Direct Plan - Annual IDCW,28.0,1.0
134536,Edelweiss ETF - Nifty 50,47.0,1.0
134545,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,21.0,1.0
134547,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,21.0,1.0
134548,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,21.0,1.0
134549,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,21.0,1.0
134556,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
134550,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,21.0,1.0
134551,NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,21.0,1.0
134552,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,21.0,1.0
134553,NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,21.0,1.0
134554,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,21.0,1.0
134555,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,21.0,1.0
134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,21.0,1.0
134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,21.0,1.0
134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,21.0,1.0
134596,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,21.0,1.0
134597,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,21.0,1.0
134598,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,21.0,1.0
148280,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,21.0,1.0
148281,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,21.0,1.0
148282,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,21.0,1.0
148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,21.0,1.0
148275,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
148276,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,21.0,1.0
148277,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,21.0,1.0
148278,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,21.0,1.0
148279,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,21.0,1.0
147696,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,21.0,1.0
147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,21.0,1.0
147698,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
147699,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,21.0,1.0
147700,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,21.0,1.0
148273,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,21.0,1.0
147691,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,21.0,1.0
147692,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,21.0,1.0
147693,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,21.0,1.0
147694,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,21.0,1.0
147695,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,21.0,1.0
134599,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,21.0,1.0
134600,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,21.0,1.0
134601,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,21.0,1.0
134639,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
134640,SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
134641,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
134642,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
134643,SBI Equity Savings Fund - Direct Plan - Growth,22.0,1.0
134644,SBI Equity Savings Fund - Regular Plan - Growth,22.0,1.0
134782,Nippon India ETF NV20 ETF,21.0,1.0
134813,Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth,45.0,1.0
134814,Mirae Asset Hybrid   Equity Fund Direct IDCW,45.0,1.0
134815,Mirae Asset Hybrid-Equity Fund -Regular Plan-Growth,45.0,1.0
134816,Mirae Asset Hybrid   Equity Fund Regular IDCW,45.0,1.0
134922,Nippon India US Equity Opportunites Fund- Growth Plan- Growth Option,21.0,1.0
134923,Nippon India US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option,21.0,1.0
134924,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - IDCW Option,21.0,1.0
134925,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - Direct Plan - IDCW Option,21.0,1.0
135106,SBI-ETF Nifty 50,22.0,1.0
139520,Axis Equity Saver Fund - Direct Plan - Regular IDCW,53.0,1.0
139521,Axis Equity Saver Fund - Regular Plan - Regular IDCW,53.0,1.0
135120,Axis Equity Saver Fund - Direct Plan - Growth,53.0,1.0
135121,Axis Equity Saver Fund - Direct Plan - Monthly IDCW,53.0,1.0
135122,Axis Equity Saver Fund - Regular Plan - Growth,53.0,1.0
135123,Axis Equity Saver Fund - Regular Plan - Monthly IDCW,53.0,1.0
135124,Axis Equity Saver Fund - Direct Plan - Quarterly IDCW,53.0,1.0
135125,Axis Equity Saver Fund - Regular Plan - Quarterly IDCW,53.0,1.0
135301,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Growth Option,28.0,2.0
135302,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Growth Option,28.0,2.0
135303,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Dividend Option,28.0,2.0
135304,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Dividend Option,28.0,2.0
135320,UTI NIFTY Exhcange  Traded Fund,28.0,1.0
135321,UTI SENSEX Exchange Traded Fund,28.0,1.0
135341,Indiabulls Value Fund - Direct Plan - Growth Option,63.0,1.0
135342,Indiabulls Value Fund- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
135343,Indiabulls Value Fund - Regular Plan - Growth Option,63.0,1.0
135344,Indiabulls Value Fund- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
140819,Indiabulls Value Fund- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
140820,Indiabulls Value Fund- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
140815,Indiabulls Value Fund- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
140816,Indiabulls Value Fund- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,63.0,1.0
140817,Indiabulls Value Fund- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
140818,Indiabulls Value Fund- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
135357,UTI Dual Advantage Fixed Term Fund Series II-II (1997 days) - Regular Plan - Dividend Option,28.0,2.0
135358,UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan - Dividend Option,28.0,2.0
135359,UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan- Growth Option,28.0,2.0
135360,UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan - Growth Option,28.0,2.0
135506,SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH,22.0,2.0
135507,SBI EQUITY OPPORTUNITIES FUND -  SERIES IV - REGULAR PLAN - GROWTH,22.0,2.0
135508,SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,2.0
135509,SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,2.0
135510,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - IDCW,28.0,2.0
135511,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - Growth Option,28.0,2.0
135512,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - IDCW,28.0,2.0
135513,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - Growth Option,28.0,2.0
135598,PGIM India Long Term Equity Fund - Regular Plan - Growth Option,58.0,1.0
135599,PGIM India Long Term Equity Fund - Regular Plan - Dividend Option,58.0,1.0
135600,PGIM India Long Term Equity Fund - Direct Plan - Dividend Option,58.0,1.0
135601,PGIM India Long Term Equity Fund - Direct Plan - Growth Option,58.0,1.0
135607,LIC MF Exchange Traded Fund-Nifty 50,18.0,1.0
135652,Navi Long Term Advantage Fund - Regular Plan IDCW Payout,54.0,1.0
135653,Navi Long Term Advantage Fund - Direct Plan IDCW Payout,54.0,1.0
135654,Navi Long Term Advantage Fund- Direct Plan- Growth Option,54.0,1.0
135655,Navi Long Term Advantage Fund- Regular Plan- Growth Option,54.0,1.0
135672,LIC MF Exchange Traded Fund-Sensex,18.0,1.0
135677,Navi Large & Midcap Fund- Direct Plan- Growth Option,54.0,1.0
135678,Navi Large & Midcap Fund- Regular Plan- Growth Option,54.0,1.0
135679,Navi Large & Midcap Fund - Direct Normal IDCW Payout,54.0,1.0
135680,Navi Large & Midcap Fund - Regular Normal IDCW Payout,54.0,1.0
141410,NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout,54.0,1.0
141411,Navi Large & Midcap Fund - Regular Annual IDCW payout,54.0,1.0
141414,Navi Large & Midcap Fund - Direct Annual IDCW Payout,54.0,1.0
141415,Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout,54.0,1.0
135681,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),33.0,2.0
135682,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth,33.0,2.0
135683,Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),33.0,2.0
135684,Sundaram Long Term Tax Advantage Fund Series II Regular Plan - Growth,33.0,2.0
135689,Indiabulls Savings Income Fund-Direct Plan-Growth Option,63.0,1.0
135690,Indiabulls Savings Income Fund- Direct Plan- - Monthly- Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
135691,Indiabulls Savings Income Fund- Regular Plan-Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
135692,Indiabulls Savings Income Fund-Regular Plan-Growth Option,63.0,1.0
142015,Indiabulls Savings Income Fund- Regular Plan-Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
142016,Indiabulls Savings Income Fund- Direct Plan- Quarterly- Income Distribution cum capital withdrawal Option (Payout & Reinvestment),63.0,1.0
135744,Kotak NV 20 ETF - Payout of Income Distribution cum capital withdrawal option,17.0,1.0
135759,Axis Children's Gift Fund - Lock in - Regular Growth,53.0,1.0
135760,Axis Children's Gift Fund - Lock in - Regular Plan - IDCW,53.0,1.0
135761,Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW,53.0,1.0
135762,Axis Children's Gift Fund - Lock in - Direct Growth,53.0,1.0
135763,Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW,53.0,1.0
135764,Axis Children's Gift Fund - No Lock in - Direct Growth,53.0,1.0
135765,Axis Children's Gift Fund - Lock in - Direct Plan - IDCW,53.0,1.0
135766,Axis Children's Gift Fund - No Lock in - Regular Plan - Growth,53.0,1.0
135781,Mirae Asset Tax Saver Fund-Direct Plan -Growth,45.0,1.0
135782,Mirae Asset Tax Saver Fund Direct IDCW,45.0,1.0
135783,Mirae Asset Tax Saver Fund Regular IDCW,45.0,1.0
135784,Mirae Asset Tax Saver Fund-Regular Plan-Growth,45.0,1.0
135792,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,25.0,1.0
135794,Tata Banking And Financial Services Fund-Regular Plan-Growth,25.0,1.0
135789,TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135790,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135791,TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135795,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135796,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135797,Tata Digital India Fund-Regular Plan-Growth,25.0,1.0
135798,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135799,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135800,Tata Digital India Fund-Direct Plan-Growth,25.0,1.0
135801,TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135802,TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,25.0,1.0
135803,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135804,Tata India Consumer Fund-Regular Plan-Growth,25.0,1.0
135805,Tata India Consumer Fund-Direct Plan-Growth,25.0,1.0
135806,TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135807,TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135808,TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,25.0,1.0
135809,TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,25.0,1.0
135811,TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135812,Tata India Pharma & Healthcare Fund-Regular Plan-Growth,25.0,1.0
135813,Tata Resources & Energy Fund-Direct Plan-Growth,25.0,1.0
135814,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135815,Tata Resources & Energy Fund-Regular Plan-Growth,25.0,1.0
135816,TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135817,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,25.0,1.0
135818,TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,25.0,1.0
135853,HDFC NIFTY 50 Exchange Traded Fund - Growth Plan,9.0,1.0
135854,HDFC Sensex Exchange Traded Fund - Growth Plan,9.0,1.0
135859,Edelweiss ETF - Nifty Bank,47.0,1.0
135860,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option,28.0,2.0
135861,UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Direct Plan - IDCW,28.0,2.0
135862,UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan - IDCW,28.0,2.0
135863,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option,28.0,2.0
135914,IDFC Corporate Bond Fund - Regular Growth,48.0,1.0
135915,IDFC Corporate Bond Fund - Regular Periodic IDCW,48.0,1.0
135916,IDFC Corporate Bond Fund - Direct Growth,48.0,1.0
135917,IDFC Corporate Bond Fund - Direct Periodic IDCW,48.0,1.0
139198,IDFC Corporate Bond Fund - Direct Monthly IDCW,48.0,1.0
139199,IDFC Corporate Bond Fund - Direct Quarterly IDCW,48.0,1.0
139200,IDFC Corporate Bond Fund - Direct Half Yearly IDCW,48.0,1.0
139201,IDFC Corporate Bond Fund - Direct Annual IDCW,48.0,1.0
139202,IDFC Corporate Bond Fund - Regular Monthly IDCW,48.0,1.0
139203,IDFC Corporate Bond Fund - Regular Half Yearly IDCW,48.0,1.0
139204,IDFC Corporate Bond Fund - Regular Annual IDCW,48.0,1.0
139205,IDFC Corporate Bond Fund - Regular Quarterly IDCW,48.0,1.0
135924,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Cumulative Option,20.0,2.0
135925,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Dividend Option,20.0,2.0
135926,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Dividend Option,20.0,2.0
135927,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Cumulative Option,20.0,2.0
135962,UTI Long Term Advantage Fund Series III - Direct Plan - Growth Option,28.0,2.0
135963,UTI Long Term Advantage Fund Series III - Regular Plan - IDCW,28.0,2.0
135964,UTI Long Term Advantage Fund Series III - Regular Plan - Growth Option,28.0,2.0
135965,UTI Long Term Advantage Fund Series III - Direct Plan - IDCW,28.0,2.0
136004,SBI Long Term Advantage Fund - Series III - Regular Plan - Growth,22.0,2.0
136005,SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,2.0
136006,SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,2.0
136007,SBI Long Term Advantage Fund - Series III - Direct Plan - Growth,22.0,2.0
136086,Sundaram Value Fund Series III Regular Plan Growth,33.0,2.0
136087,Sundaram Value Fund Series III Regular Plan Dividend payout,33.0,2.0
136088,Sundaram Value Fund Series  Direct Plan Growth,33.0,2.0
136089,Sundaram Value Fund Series III Direct Plan Dividend Payout,33.0,2.0
136090,HDFC Retirement Savings Fund - Equity Plan - Growth Option,9.0,1.0
136094,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,9.0,1.0
136121,UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan - IDCW,28.0,2.0
136122,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option,28.0,2.0
136123,UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Direct Plan - IDCW,28.0,2.0
136124,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option,28.0,2.0
136331,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - DIRECT PLAN DIVIDEND PAYOUT,33.0,2.0
136332,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - DIRECT PLAN - GROWTH,33.0,2.0
136333,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - REGULAR PLAN - DIVIDEND PAYOUT,33.0,2.0
136334,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - REGULAR PLAN - GROWTH OPTION,33.0,2.0
136417,UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan - IDCW,28.0,2.0
136418,UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Direct Plan - IDCW,28.0,2.0
136419,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option,28.0,2.0
136420,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option,28.0,2.0
136463,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option,9.0,1.0
136464,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,9.0,1.0
136465,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,9.0,1.0
136466,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option,9.0,1.0
136473,LIC MF Exchange Traded Fund-Nifty 100,18.0,1.0
136565,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,6.0,1.0
136566,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,6.0,1.0
136567,DSP Equity Savings Fund - Direct Plan - Growth,6.0,1.0
136568,DSP Equity Savings Fund - Direct Plan - IDCW,6.0,1.0
136569,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,6.0,1.0
136570,DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,6.0,1.0
136563,DSP Equity Savings Fund - Regular Plan - Growth,6.0,1.0
136564,DSP Equity Savings Fund - Regular Plan - IDCW,6.0,1.0
138277,PGIM India Short Maturity Fund - Annual Bonus,58.0,1.0
138270,PGIM India Short Maturity Fund - Direct Plan - Growth,58.0,1.0
138271,PGIM India Short Maturity Fund - Direct Plan - Quarterly Dividend,58.0,1.0
138274,PGIM India Short Maturity Fund - Half Yearly Bonus,58.0,1.0
138265,PGIM India Short Maturity Fund - Quarterly Dividend,58.0,1.0
138268,PGIM India Short Maturity Fund - Direct Plan - Monthly Dividend,58.0,1.0
138254,PGIM India Short Maturity Fund - Monthly Dividend,58.0,1.0
138256,PGIM India Short Maturity Fund - Growth,58.0,1.0
139605,PGIM India Insta Cash Fund - Unclamied Dividend Plan - Above 3 years,58.0,1.0
139602,PGIM India Insta Cash Fund - Unlcaimed Redemption Plan - Below 3 years,58.0,1.0
139603,PGIM India Insta Cash Fund - Unclaimed Dividend Plan - Below 3 years,58.0,1.0
139604,PGIM India Insta Cash Fund - Unclaimed Redemption Plan - Above 3 years,58.0,1.0
138298,PGIM India Insta Cash Fund - Direct Plan - Monthly Dividend,58.0,1.0
138299,PGIM India Insta Cash Fund - Direct Plan - Growth,58.0,1.0
138301,PGIM India Insta Cash Fund - Direct Plan - Weekly Dividend,58.0,1.0
138297,PGIM India Insta Cash Fund - Direct Plan - Daily Dividend,58.0,1.0
138286,PGIM India INSTA CASH FUND - BONUS OPTION,58.0,1.0
